"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"TCEANC2",-0.644801033629538,7.09238172398604,-1.45533597645869,0.155987092115593,0.272319905910699,-5.80724148275164
"SLC25A51P1",0.371972797684295,0.610477822696961,1.45506661988172,0.156061137981085,0.272430425839813,-5.80761535065291
"PDXDC1",-0.665865255209175,10.1900703412478,-1.45500326308533,0.156078558773283,0.272442088967222,-5.80770328140602
"CDCA5",-0.578073945468692,5.67283705978404,-1.45486110822995,0.15611765177841,0.272491577701577,-5.80790056124754
"LOC102546226",-0.523783555254105,0.56217138206887,-1.45480187201532,0.156133944215892,0.272501265694444,-5.80798276322589
"CASQ1",1.0505668097295,4.04145413527518,1.45459036006221,0.156192129911479,0.272584063813594,-5.80827625428447
"CEP152",-0.703064102852693,7.49429243141324,-1.45437853251295,0.156250419745164,0.272667032269059,-5.80857014620512
"LOC100132146",0.407375595341118,0.475964112973015,1.45427622430907,0.156278578703883,0.27269741261247,-5.80871207647532
"IGFBP6",0.61783349966153,2.84618116492717,1.45413026598023,0.15631875877354,0.272748763502797,-5.80891454677798
"PPIAL4G",1.54235248600092,3.83856119050271,1.45375847089342,0.156421145402862,0.27290863937963,-5.80943021349355
"AGTR1",0.62281022303609,0.997392449692408,1.45344959435155,0.15650624586799,0.273038336096498,-5.80985852750346
"ZFP14",0.516003888287963,7.8163790749208,1.45267833237816,0.156718902034965,0.273390531345275,-5.81092767940664
"TTC13",0.620690751027283,9.62424538515631,1.45192975797198,0.156925522743824,0.27373215024172,-5.81196491058856
"LRRC37A",1.0262674527198,3.15256484157883,1.45135803292562,0.157083475775127,0.27398883480909,-5.81275678561767
"FAM102A",-0.712639080243863,11.8867875206985,-1.45124332489783,0.157115181919287,0.274025296316842,-5.81291563086176
"TNS1",-1.13781465202199,5.49166168356232,-1.4511589860998,0.157138497035514,0.274047118987825,-5.81303241449712
"SENP6",-0.683727525576448,10.6980904182565,-1.45103716328774,0.157172179318419,0.27408701759467,-5.81320109172587
"SPATA6L",0.473588244880254,5.054682821811,1.45072730100105,0.15725787776371,0.274217613631412,-5.81363007518492
